,0,1,2,3
382,127,A1,B4,0
383,127,A1,B3,0
384,128,A1,A1,reflexivity
385,128,A1,B4,0
386,128,A1,B4,0
387,129,A1,A1,reflexivity
388,129,A1,B4,0
389,129,A1,TY,0
390,130,A1,A1,reflexivity
391,130,A1,B4,0
392,130,A1,C1,transitivity
393,131,A1,A1,reflexivity
394,131,A1,B4,0
395,131,A1,C2,0
396,132,A1,A1,reflexivity
397,132,A1,B4,0
398,132,A1,C3,0
399,133,A1,A1,reflexivity
400,133,A1,B4,0
401,133,A1,C4,0
402,134,A1,A1,reflexivity
403,134,A1,B4,0
404,134,A1,TZ,0
405,135,A1,A1,reflexivity
406,135,A1,TY,0
407,135,A1,A1,reflexivity
408,136,A1,A1,reflexivity
409,136,A1,TY,0
410,136,A1,A2,0
411,137,A1,A1,reflexivity
412,137,A1,TY,0
413,137,A1,A3,0
414,138,A1,A1,reflexivity
415,138,A1,TY,0
416,138,A1,A4,0
417,139,A1,A1,reflexivity
418,139,A1,TY,0
419,139,A1,TX,0
420,140,A1,A1,reflexivity
421,140,A1,TY,0
422,140,A1,B1,train
423,141,A1,A1,reflexivity
424,141,A1,TY,0
425,141,A1,B2,0
426,142,A1,A1,reflexivity
427,142,A1,TY,0
428,142,A1,B3,0
429,143,A1,A1,reflexivity
430,143,A1,TY,0
431,143,A1,B4,0
432,144,A1,A1,reflexivity
433,144,A1,TY,0
434,144,A1,TY,0
435,145,A1,A1,reflexivity
436,145,A1,TY,0
437,145,A1,C1,transitivity
438,146,A1,A1,reflexivity
439,146,A1,TY,0
440,146,A1,C2,0
441,147,A1,A1,reflexivity
442,147,A1,TY,0
443,147,A1,C3,0
444,148,A1,A1,reflexivity
445,148,A1,TY,0
446,148,A1,C4,0
447,149,A1,A1,reflexivity
448,149,A1,TY,0
449,149,A1,TZ,0
450,150,A1,A1,reflexivity
451,150,A1,C1,transitivity
452,150,A1,A1,reflexivity
453,151,A1,A1,reflexivity
454,151,A1,C1,transitivity
455,151,A1,A2,0
456,152,A1,A1,reflexivity
457,152,A1,C1,transitivity
458,152,A1,A3,0
459,153,A1,A1,reflexivity
460,153,A1,C1,transitivity
461,153,A1,A4,0
462,154,A1,A1,reflexivity
463,154,A1,C1,transitivity
464,154,A1,TX,0
465,155,A1,A1,reflexivity
466,155,A1,C1,transitivity
467,155,A1,B1,train
468,156,A1,A1,reflexivity
469,156,A1,C1,transitivity
470,156,A1,B2,0
471,157,A1,A1,reflexivity
472,157,A1,C1,transitivity
473,157,A1,B3,0
474,158,A1,A1,reflexivity
475,158,A1,C1,transitivity
476,158,A1,B4,0
477,159,A1,A1,reflexivity
478,159,A1,C1,transitivity
479,159,A1,TY,0
480,160,A1,A1,reflexivity
481,160,A1,C1,transitivity
482,160,A1,C1,transitivity
483,161,A1,A1,reflexivity
484,161,A1,C1,transitivity
485,161,A1,C2,0
486,162,A1,A1,reflexivity
487,162,A1,C1,transitivity
488,162,A1,C3,0
489,163,A1,A1,reflexivity
490,163,A1,C1,transitivity
491,163,A1,C4,0
492,164,A1,A1,reflexivity
493,164,A1,C1,transitivity
494,164,A1,TZ,0
495,165,A1,A1,reflexivity
496,165,A1,C2,0
497,165,A1,A1,reflexivity
498,166,A1,A1,reflexivity
499,166,A1,C2,0
500,166,A1,A2,0
501,167,A1,A1,reflexivity
502,167,A1,C2,0
503,167,A1,A3,0
504,168,A1,A1,reflexivity
505,168,A1,C2,0
506,168,A1,A4,0
507,169,A1,A1,reflexivity
508,169,A1,C2,0
509,169,A1,TX,0
510,170,A1,A1,reflexivity
511,170,A1,C2,0
512,170,A1,B1,train
513,171,A1,A1,reflexivity
514,171,A1,C2,0
515,171,A1,B2,0
516,172,A1,A1,reflexivity
517,172,A1,C2,0
518,172,A1,B3,0
519,173,A1,A1,reflexivity
520,173,A1,C2,0
521,173,A1,B4,0
522,174,A1,A1,reflexivity
523,174,A1,C2,0
524,174,A1,TY,0
525,175,A1,A1,reflexivity
526,175,A1,C2,0
527,175,A1,C1,transitivity
528,176,A1,A1,reflexivity
529,176,A1,C2,0
530,176,A1,C2,0
531,177,A1,A1,reflexivity
532,177,A1,C2,0
533,177,A1,C3,0
534,178,A1,A1,reflexivity
535,178,A1,C2,0
536,178,A1,C4,0
537,179,A1,A1,reflexivity
538,179,A1,C2,0
539,179,A1,TZ,0
540,180,A1,A1,reflexivity
541,180,A1,C3,0
542,180,A1,A1,reflexivity
543,181,A1,A1,reflexivity
544,181,A1,C3,0
545,181,A1,A2,0
546,182,A1,A1,reflexivity
547,182,A1,C3,0
548,182,A1,A3,0
549,183,A1,A1,reflexivity
550,183,A1,C3,0
551,183,A1,A4,0
552,184,A1,A1,reflexivity
553,184,A1,C3,0
554,184,A1,TX,0
555,185,A1,A1,reflexivity
556,185,A1,C3,0
557,185,A1,B1,train
558,186,A1,A1,reflexivity
559,186,A1,C3,0
560,186,A1,B2,0
561,187,A1,A1,reflexivity
562,187,A1,C3,0
563,187,A1,B3,0
564,188,A1,A1,reflexivity
565,188,A1,C3,0
566,188,A1,B4,0
567,189,A1,A1,reflexivity
568,189,A1,C3,0
569,189,A1,TY,0
570,190,A1,A1,reflexivity
571,190,A1,C3,0
572,190,A1,C1,transitivity
573,191,A1,A1,reflexivity
574,191,A1,C3,0
575,191,A1,C2,0
576,192,A1,A1,reflexivity
577,192,A1,C3,0
578,192,A1,C3,0
579,193,A1,A1,reflexivity
580,193,A1,C3,0
581,193,A1,C4,0
582,194,A1,A1,reflexivity
583,194,A1,C3,0
584,194,A1,TZ,0
585,195,A1,A1,reflexivity
586,195,A1,C4,0
587,195,A1,A1,reflexivity
588,196,A1,A1,reflexivity
589,196,A1,C4,0
590,196,A1,A2,0
591,197,A1,A1,reflexivity
592,197,A1,C4,0
593,197,A1,A3,0
594,198,A1,A1,reflexivity
595,198,A1,C4,0
596,198,A1,A4,0
597,199,A1,A1,reflexivity
598,199,A1,C4,0
599,199,A1,TX,0
600,200,A1,A1,reflexivity
601,200,A1,C4,0
602,200,A1,B1,train
603,201,A1,A1,reflexivity
604,201,A1,C4,0
605,201,A1,B2,0
606,202,A1,A1,reflexivity
607,202,A1,C4,0
608,202,A1,B3,0
609,203,A1,A1,reflexivity
610,203,A1,C4,0
611,203,A1,B4,0
612,204,A1,A1,reflexivity
613,204,A1,C4,0
614,204,A1,TY,0
615,205,A1,A1,reflexivity
616,205,A1,C4,0
617,205,A1,C1,transitivity
618,206,A1,A1,reflexivity
619,206,A1,C4,0
620,206,A1,C2,0
621,207,A1,A1,reflexivity
622,207,A1,C4,0
623,207,A1,C3,0
624,208,A1,A1,reflexivity
625,208,A1,C4,0
626,208,A1,C4,0
627,209,A1,A1,reflexivity
628,209,A1,C4,0
629,209,A1,TZ,0
630,210,A1,A1,reflexivity
631,210,A1,TZ,0
632,210,A1,A1,reflexivity
633,211,A1,A1,reflexivity
634,211,A1,TZ,0
635,211,A1,A2,0
636,212,A1,A1,reflexivity
637,212,A1,TZ,0
638,212,A1,A3,0
639,213,A1,A1,reflexivity
640,213,A1,TZ,0
641,213,A1,A4,0
642,214,A1,A1,reflexivity
643,214,A1,TZ,0
644,214,A1,TX,0
645,215,A1,A1,reflexivity
646,215,A1,TZ,0
647,215,A1,B1,train
648,216,A1,A1,reflexivity
649,216,A1,TZ,0
650,216,A1,B2,0
651,217,A1,A1,reflexivity
652,217,A1,TZ,0
653,217,A1,B3,0
654,218,A1,A1,reflexivity
655,218,A1,TZ,0
656,218,A1,B4,0
657,219,A1,A1,reflexivity
658,219,A1,TZ,0
659,219,A1,TY,0
660,220,A1,A1,reflexivity
661,220,A1,TZ,0
662,220,A1,C1,transitivity
663,221,A1,A1,reflexivity
664,221,A1,TZ,0
665,221,A1,C2,0
666,222,A1,A1,reflexivity
667,222,A1,TZ,0
668,222,A1,C3,0
669,223,A1,A1,reflexivity
670,223,A1,TZ,0
671,223,A1,C4,0
672,224,A1,A1,reflexivity
673,224,A1,TZ,0
674,224,A1,TZ,0
675,225,A1,A2,0
676,225,A1,A1,reflexivity
677,225,A1,A1,reflexivity
678,226,A1,A2,0
679,226,A1,A1,reflexivity
680,226,A1,A2,0
681,227,A1,A2,0
682,227,A1,A1,reflexivity
683,227,A1,A3,0
684,228,A1,A2,0
685,228,A1,A1,reflexivity
686,228,A1,A4,0
687,229,A1,A2,0
688,229,A1,A1,reflexivity
689,229,A1,TX,0
690,230,A1,A2,0
691,230,A1,A1,reflexivity
692,230,A1,B1,train
693,231,A1,A2,0
694,231,A1,A1,reflexivity
695,231,A1,B2,0
696,232,A1,A2,0
697,232,A1,A1,reflexivity
698,232,A1,B3,0
699,233,A1,A2,0
700,233,A1,A1,reflexivity
701,233,A1,B4,0
702,234,A1,A2,0
703,234,A1,A1,reflexivity
704,234,A1,TY,0
705,235,A1,A2,0
706,235,A1,A1,reflexivity
707,235,A1,C1,transitivity
708,236,A1,A2,0
709,236,A1,A1,reflexivity
710,236,A1,C2,0
711,237,A1,A2,0
712,237,A1,A1,reflexivity
713,237,A1,C3,0
714,238,A1,A2,0
715,238,A1,A1,reflexivity
716,238,A1,C4,0
717,239,A1,A2,0
718,239,A1,A1,reflexivity
719,239,A1,TZ,0
720,240,A1,A2,0
721,240,A1,A2,0
722,240,A1,A1,reflexivity
723,241,A1,A2,0
724,241,A1,A2,0
725,241,A1,A2,0
726,242,A1,A2,0
727,242,A1,A2,0
728,242,A1,A3,0
729,243,A1,A2,0
730,243,A1,A2,0
731,243,A1,A4,0
732,244,A1,A2,0
733,244,A1,A2,0
734,244,A1,TX,0
735,245,A1,A2,0
736,245,A1,A2,0
737,245,A1,B1,train
738,246,A1,A2,0
739,246,A1,A2,0
740,246,A1,B2,0
741,247,A1,A2,0
742,247,A1,A2,0
743,247,A1,B3,0
744,248,A1,A2,0
745,248,A1,A2,0
746,248,A1,B4,0
747,249,A1,A2,0
748,249,A1,A2,0
749,249,A1,TY,0
750,250,A1,A2,0
751,250,A1,A2,0
752,250,A1,C1,transitivity
753,251,A1,A2,0
754,251,A1,A2,0
755,251,A1,C2,0
756,252,A1,A2,0
757,252,A1,A2,0
758,252,A1,C3,0
759,253,A1,A2,0
760,253,A1,A2,0
761,253,A1,C4,0
762,254,A1,A2,0
763,254,A1,A2,0
764,254,A1,TZ,0
765,255,A1,A2,0
766,255,A1,A3,0
767,255,A1,A1,reflexivity
768,256,A1,A2,0
769,256,A1,A3,0
770,256,A1,A2,0
771,257,A1,A2,0
772,257,A1,A3,0
773,257,A1,A3,0
774,258,A1,A2,0
775,258,A1,A3,0
776,258,A1,A4,0
777,259,A1,A2,0
778,259,A1,A3,0
779,259,A1,TX,0
780,260,A1,A2,0
781,260,A1,A3,0
782,260,A1,B1,train
783,261,A1,A2,0
784,261,A1,A3,0
785,261,A1,B2,0
786,262,A1,A2,0
787,262,A1,A3,0
788,262,A1,B3,0
789,263,A1,A2,0
790,263,A1,A3,0
791,263,A1,B4,0
792,264,A1,A2,0
793,264,A1,A3,0
794,264,A1,TY,0
795,265,A1,A2,0
796,265,A1,A3,0
797,265,A1,C1,transitivity
798,266,A1,A2,0
799,266,A1,A3,0
800,266,A1,C2,0
801,267,A1,A2,0
802,267,A1,A3,0
803,267,A1,C3,0
804,268,A1,A2,0
805,268,A1,A3,0
806,268,A1,C4,0
807,269,A1,A2,0
808,269,A1,A3,0
809,269,A1,TZ,0
810,270,A1,A2,0
811,270,A1,A4,0
812,270,A1,A1,reflexivity
813,271,A1,A2,0
814,271,A1,A4,0
815,271,A1,A2,0
816,272,A1,A2,0
817,272,A1,A4,0
818,272,A1,A3,0
819,273,A1,A2,0
820,273,A1,A4,0
821,273,A1,A4,0
822,274,A1,A2,0
823,274,A1,A4,0
824,274,A1,TX,0
825,275,A1,A2,0
826,275,A1,A4,0
827,275,A1,B1,train
828,276,A1,A2,0
829,276,A1,A4,0
830,276,A1,B2,0
831,277,A1,A2,0
832,277,A1,A4,0
833,277,A1,B3,0
834,278,A1,A2,0
835,278,A1,A4,0
836,278,A1,B4,0
837,279,A1,A2,0
838,279,A1,A4,0
839,279,A1,TY,0
840,280,A1,A2,0
841,280,A1,A4,0
842,280,A1,C1,transitivity
843,281,A1,A2,0
844,281,A1,A4,0
845,281,A1,C2,0
846,282,A1,A2,0
847,282,A1,A4,0
848,282,A1,C3,0
849,283,A1,A2,0
850,283,A1,A4,0
851,283,A1,C4,0
852,284,A1,A2,0
853,284,A1,A4,0
854,284,A1,TZ,0
855,285,A1,A2,0
856,285,A1,TX,0
857,285,A1,A1,reflexivity
858,286,A1,A2,0
859,286,A1,TX,0
860,286,A1,A2,0
861,287,A1,A2,0
862,287,A1,TX,0
863,287,A1,A3,0
864,288,A1,A2,0
865,288,A1,TX,0
866,288,A1,A4,0
867,289,A1,A2,0
868,289,A1,TX,0
869,289,A1,TX,0
870,290,A1,A2,0
871,290,A1,TX,0
872,290,A1,B1,train
873,291,A1,A2,0
874,291,A1,TX,0
875,291,A1,B2,0
876,292,A1,A2,0
877,292,A1,TX,0
878,292,A1,B3,0
879,293,A1,A2,0
880,293,A1,TX,0
881,293,A1,B4,0
882,294,A1,A2,0
883,294,A1,TX,0
884,294,A1,TY,0
885,295,A1,A2,0
886,295,A1,TX,0
887,295,A1,C1,transitivity
888,296,A1,A2,0
889,296,A1,TX,0
890,296,A1,C2,0
891,297,A1,A2,0
892,297,A1,TX,0
893,297,A1,C3,0
894,298,A1,A2,0
895,298,A1,TX,0
896,298,A1,C4,0
897,299,A1,A2,0
898,299,A1,TX,0
899,299,A1,TZ,0
900,300,A1,A2,0
901,300,A1,B1,train
902,300,A1,A1,reflexivity
903,301,A1,A2,0
904,301,A1,B1,train
905,301,A1,A2,0
906,302,A1,A2,0
907,302,A1,B1,train
908,302,A1,A3,0
909,303,A1,A2,0
910,303,A1,B1,train
911,303,A1,A4,0
912,304,A1,A2,0
913,304,A1,B1,train
914,304,A1,TX,0
915,305,A1,A2,0
916,305,A1,B1,train
917,305,A1,B1,train
918,306,A1,A2,0
919,306,A1,B1,train
920,306,A1,B2,0
921,307,A1,A2,0
922,307,A1,B1,train
923,307,A1,B3,0
924,308,A1,A2,0
925,308,A1,B1,train
926,308,A1,B4,0
927,309,A1,A2,0
928,309,A1,B1,train
929,309,A1,TY,0
930,310,A1,A2,0
931,310,A1,B1,train
932,310,A1,C1,transitivity
933,311,A1,A2,0
934,311,A1,B1,train
935,311,A1,C2,0
936,312,A1,A2,0
937,312,A1,B1,train
938,312,A1,C3,0
939,313,A1,A2,0
940,313,A1,B1,train
941,313,A1,C4,0
942,314,A1,A2,0
943,314,A1,B1,train
944,314,A1,TZ,0
945,315,A1,A2,0
946,315,A1,B2,0
947,315,A1,A1,reflexivity
948,316,A1,A2,0
949,316,A1,B2,0
950,316,A1,A2,0
951,317,A1,A2,0
952,317,A1,B2,0
953,317,A1,A3,0
954,318,A1,A2,0
955,318,A1,B2,0
956,318,A1,A4,0
957,319,A1,A2,0
958,319,A1,B2,0
959,319,A1,TX,0
960,320,A1,A2,0
961,320,A1,B2,0
962,320,A1,B1,train
963,321,A1,A2,0
964,321,A1,B2,0
965,321,A1,B2,0
966,322,A1,A2,0
967,322,A1,B2,0
968,322,A1,B3,0
969,323,A1,A2,0
970,323,A1,B2,0
971,323,A1,B4,0
972,324,A1,A2,0
973,324,A1,B2,0
974,324,A1,TY,0
975,325,A1,A2,0
976,325,A1,B2,0
977,325,A1,C1,transitivity
978,326,A1,A2,0
979,326,A1,B2,0
980,326,A1,C2,0
981,327,A1,A2,0
982,327,A1,B2,0
983,327,A1,C3,0
984,328,A1,A2,0
985,328,A1,B2,0
986,328,A1,C4,0
987,329,A1,A2,0
988,329,A1,B2,0
989,329,A1,TZ,0
990,330,A1,A2,0
991,330,A1,B3,0
992,330,A1,A1,reflexivity
993,331,A1,A2,0
994,331,A1,B3,0
995,331,A1,A2,0
996,332,A1,A2,0
997,332,A1,B3,0
998,332,A1,A3,0
999,333,A1,A2,0
1000,333,A1,B3,0
1001,333,A1,A4,0
1002,334,A1,A2,0
1003,334,A1,B3,0
1004,334,A1,TX,0
1005,335,A1,A2,0
1006,335,A1,B3,0
1007,335,A1,B1,train
1008,336,A1,A2,0
1009,336,A1,B3,0
1010,336,A1,B2,0
1011,337,A1,A2,0
1012,337,A1,B3,0
1013,337,A1,B3,0
1014,338,A1,A2,0
1015,338,A1,B3,0
1016,338,A1,B4,0
1017,339,A1,A2,0
1018,339,A1,B3,0
1019,339,A1,TY,0
1020,340,A1,A2,0
1021,340,A1,B3,0
1022,340,A1,C1,transitivity
1023,341,A1,A2,0
1024,341,A1,B3,0
1025,341,A1,C2,0
1026,342,A1,A2,0
1027,342,A1,B3,0
1028,342,A1,C3,0
1029,343,A1,A2,0
1030,343,A1,B3,0
1031,343,A1,C4,0
1032,344,A1,A2,0
1033,344,A1,B3,0
1034,344,A1,TZ,0
1035,345,A1,A2,0
1036,345,A1,B4,0
1037,345,A1,A1,reflexivity
1038,346,A1,A2,0
1039,346,A1,B4,0
1040,346,A1,A2,0
1041,347,A1,A2,0
1042,347,A1,B4,0
1043,347,A1,A3,0
1044,348,A1,A2,0
1045,348,A1,B4,0
1046,348,A1,A4,0
1047,349,A1,A2,0
1048,349,A1,B4,0
1049,349,A1,TX,0
1050,350,A1,A2,0
1051,350,A1,B4,0
1052,350,A1,B1,train
1053,351,A1,A2,0
