,0,1,2,3
202,286,0,0,0
203,287,0,0,0
204,288,0,0,0
205,289,0,0,0
206,290,0,0,1
207,291,0,0,0
208,292,0,0,0
209,293,0,0,0
210,294,0,0,0
211,295,0,0,1
212,296,0,0,0
213,297,0,0,0
214,298,0,0,0
215,299,0,0,0
216,301,0,1,0
217,302,0,1,0
218,303,0,1,0
219,304,0,1,0
220,306,0,1,0
221,307,0,1,0
222,308,0,1,0
223,309,0,1,0
224,311,0,1,0
225,312,0,1,0
226,313,0,1,0
227,314,0,1,0
228,315,0,0,1
229,316,0,0,0
230,317,0,0,0
231,318,0,0,0
232,319,0,0,0
233,320,0,0,1
234,321,0,0,0
235,322,0,0,0
236,323,0,0,0
237,324,0,0,0
238,325,0,0,1
239,326,0,0,0
240,327,0,0,0
241,328,0,0,0
242,329,0,0,0
243,330,0,0,1
244,331,0,0,0
245,332,0,0,0
246,333,0,0,0
247,334,0,0,0
248,335,0,0,1
249,336,0,0,0
250,337,0,0,0
251,338,0,0,0
252,339,0,0,0
253,340,0,0,1
254,341,0,0,0
255,342,0,0,0
256,343,0,0,0
257,344,0,0,0
258,345,0,0,1
259,346,0,0,0
260,347,0,0,0
261,348,0,0,0
262,349,0,0,0
263,350,0,0,1
264,351,0,0,0
265,352,0,0,0
266,353,0,0,0
267,354,0,0,0
268,355,0,0,1
269,356,0,0,0
270,357,0,0,0
271,358,0,0,0
272,359,0,0,0
273,360,0,0,1
274,361,0,0,0
275,362,0,0,0
276,363,0,0,0
277,364,0,0,0
278,365,0,0,1
279,366,0,0,0
280,367,0,0,0
281,368,0,0,0
282,369,0,0,0
283,370,0,0,1
284,371,0,0,0
285,372,0,0,0
286,373,0,0,0
287,374,0,0,0
288,376,0,1,0
289,377,0,1,0
290,378,0,1,0
291,379,0,1,0
292,381,0,1,0
293,382,0,1,0
294,383,0,1,0
295,384,0,1,0
296,386,0,1,0
297,387,0,1,0
298,388,0,1,0
299,389,0,1,0
300,390,0,0,1
301,391,0,0,0
302,392,0,0,0
303,393,0,0,0
304,394,0,0,0
305,395,0,0,1
306,396,0,0,0
307,397,0,0,0
308,398,0,0,0
309,399,0,0,0
310,400,0,0,1
311,401,0,0,0
312,402,0,0,0
313,403,0,0,0
314,404,0,0,0
315,405,0,0,1
316,406,0,0,0
317,407,0,0,0
318,408,0,0,0
319,409,0,0,0
320,410,0,0,1
321,411,0,0,0
322,412,0,0,0
323,413,0,0,0
324,414,0,0,0
325,415,0,0,1
326,416,0,0,0
327,417,0,0,0
328,418,0,0,0
329,419,0,0,0
330,420,0,0,1
331,421,0,0,0
332,422,0,0,0
333,423,0,0,0
334,424,0,0,0
335,425,0,0,1
336,426,0,0,0
337,427,0,0,0
338,428,0,0,0
339,429,0,0,0
340,430,0,0,1
341,431,0,0,0
342,432,0,0,0
343,433,0,0,0
344,434,0,0,0
345,435,0,0,1
346,436,0,0,0
347,437,0,0,0
348,438,0,0,0
349,439,0,0,0
350,440,0,0,1
351,441,0,0,0
352,442,0,0,0
353,443,0,0,0
354,444,0,0,0
355,445,0,0,1
356,446,0,0,0
357,447,0,0,0
358,448,0,0,0
359,449,0,0,0
360,451,0,1,0
361,452,0,1,0
362,453,0,1,0
363,454,0,1,0
364,456,0,1,0
365,457,0,1,0
366,458,0,1,0
367,459,0,1,0
368,461,0,1,0
369,462,0,1,0
370,463,0,1,0
371,464,0,1,0
372,465,0,0,1
373,466,0,0,0
374,467,0,0,0
375,468,0,0,0
376,469,0,0,0
377,470,0,0,1
378,471,0,0,0
379,472,0,0,0
380,473,0,0,0
381,474,0,0,0
382,475,0,0,1
383,476,0,0,0
384,477,0,0,0
385,478,0,0,0
386,479,0,0,0
387,480,0,0,1
388,481,0,0,0
389,482,0,0,0
390,483,0,0,0
391,484,0,0,0
392,485,0,0,1
393,486,0,0,0
394,487,0,0,0
395,488,0,0,0
396,489,0,0,0
397,490,0,0,1
398,491,0,0,0
399,492,0,0,0
400,493,0,0,0
401,494,0,0,0
402,495,0,0,1
403,496,0,0,0
404,497,0,0,0
405,498,0,0,0
406,499,0,0,0
407,500,0,0,1
408,501,0,0,0
409,502,0,0,0
410,503,0,0,0
411,504,0,0,0
412,505,0,0,1
413,506,0,0,0
414,507,0,0,0
415,508,0,0,0
416,509,0,0,0
417,510,0,0,1
418,511,0,0,0
419,512,0,0,0
420,513,0,0,0
421,514,0,0,0
422,515,0,0,1
423,516,0,0,0
424,517,0,0,0
425,518,0,0,0
426,519,0,0,0
427,520,0,0,1
428,521,0,0,0
429,522,0,0,0
430,523,0,0,0
431,524,0,0,0
432,526,0,1,0
433,527,0,1,0
434,528,0,1,0
435,529,0,1,0
436,531,0,1,0
437,532,0,1,0
438,533,0,1,0
439,534,0,1,0
440,536,0,1,0
441,537,0,1,0
442,538,0,1,0
443,539,0,1,0
444,540,0,0,1
445,541,0,0,0
446,542,0,0,0
447,543,0,0,0
448,544,0,0,0
449,545,0,0,1
450,546,0,0,0
451,547,0,0,0
452,548,0,0,0
453,549,0,0,0
454,550,0,0,1
455,551,0,0,0
456,552,0,0,0
457,553,0,0,0
458,554,0,0,0
459,555,0,0,1
460,556,0,0,0
461,557,0,0,0
462,558,0,0,0
463,559,0,0,0
464,560,0,0,1
465,561,0,0,0
466,562,0,0,0
467,563,0,0,0
468,564,0,0,0
469,565,0,0,1
470,566,0,0,0
471,567,0,0,0
472,568,0,0,0
473,569,0,0,0
474,570,0,0,1
475,571,0,0,0
476,572,0,0,0
477,573,0,0,0
478,574,0,0,0
479,575,0,0,1
480,576,0,0,0
481,577,0,0,0
482,578,0,0,0
483,579,0,0,0
484,580,0,0,1
485,581,0,0,0
486,582,0,0,0
487,583,0,0,0
488,584,0,0,0
489,585,0,0,1
490,586,0,0,0
491,587,0,0,0
492,588,0,0,0
493,589,0,0,0
494,590,0,0,1
495,591,0,0,0
496,592,0,0,0
497,593,0,0,0
498,594,0,0,0
499,595,0,0,1
500,596,0,0,0
501,597,0,0,0
502,598,0,0,0
503,599,0,0,0
504,601,0,1,0
505,602,0,1,0
506,603,0,1,0
507,604,0,1,0
508,606,0,1,0
509,607,0,1,0
510,608,0,1,0
511,609,0,1,0
512,611,0,1,0
513,612,0,1,0
514,613,0,1,0
515,614,0,1,0
516,615,0,0,1
517,616,0,0,0
518,617,0,0,0
519,618,0,0,0
520,619,0,0,0
521,620,0,0,1
522,621,0,0,0
523,622,0,0,0
524,623,0,0,0
525,624,0,0,0
526,625,0,0,1
527,626,0,0,0
528,627,0,0,0
529,628,0,0,0
530,629,0,0,0
531,630,0,0,1
532,631,0,0,0
533,632,0,0,0
534,633,0,0,0
535,634,0,0,0
536,635,0,0,1
537,636,0,0,0
538,637,0,0,0
539,638,0,0,0
540,639,0,0,0
541,640,0,0,1
542,641,0,0,0
543,642,0,0,0
544,643,0,0,0
545,644,0,0,0
546,645,0,0,1
547,646,0,0,0
548,647,0,0,0
549,648,0,0,0
550,649,0,0,0
551,650,0,0,1
552,651,0,0,0
553,652,0,0,0
554,653,0,0,0
555,654,0,0,0
556,655,0,0,1
557,656,0,0,0
558,657,0,0,0
559,658,0,0,0
560,659,0,0,0
561,660,0,0,1
562,661,0,0,0
563,662,0,0,0
564,663,0,0,0
565,664,0,0,0
566,665,0,0,1
567,666,0,0,0
568,667,0,0,0
569,668,0,0,0
570,669,0,0,0
571,670,0,0,1
572,671,0,0,0
573,672,0,0,0
574,673,0,0,0
575,674,0,0,0
576,676,0,1,0
577,677,0,1,0
578,678,0,1,0
579,679,0,1,0
580,681,0,1,0
581,682,0,1,0
582,683,0,1,0
583,684,0,1,0
584,686,0,1,0
585,687,0,1,0
586,688,0,1,0
587,689,0,1,0
588,690,0,0,1
589,691,0,0,0
590,692,0,0,0
591,693,0,0,0
592,694,0,0,0
593,695,0,0,1
594,696,0,0,0
595,697,0,0,0
596,698,0,0,0
597,699,0,0,0
598,700,0,0,1
599,701,0,0,0
600,702,0,0,0
601,703,0,0,0
602,704,0,0,0
603,705,0,0,1
604,706,0,0,0
605,707,0,0,0
606,708,0,0,0
607,709,0,0,0
608,710,0,0,1
609,711,0,0,0
610,712,0,0,0
611,713,0,0,0
612,714,0,0,0
613,715,0,0,1
614,716,0,0,0
615,717,0,0,0
616,718,0,0,0
617,719,0,0,0
618,720,0,0,1
619,721,0,0,0
620,722,0,0,0
621,723,0,0,0
622,724,0,0,0
623,725,0,0,1
624,726,0,0,0
625,727,0,0,0
626,728,0,0,0
627,729,0,0,0
628,730,0,0,1
629,731,0,0,0
630,732,0,0,0
631,733,0,0,0
632,734,0,0,0
633,735,0,0,1
634,736,0,0,0
635,737,0,0,0
636,738,0,0,0
637,739,0,0,0
638,740,0,0,1
639,741,0,0,0
640,742,0,0,0
641,743,0,0,0
642,744,0,0,0
643,745,0,0,1
644,746,0,0,0
645,747,0,0,0
646,748,0,0,0
647,749,0,0,0
648,751,0,1,0
649,752,0,1,0
650,753,0,1,0
651,754,0,1,0
652,756,0,1,0
653,757,0,1,0
654,758,0,1,0
655,759,0,1,0
656,761,0,1,0
657,762,0,1,0
658,763,0,1,0
659,764,0,1,0
660,765,0,0,1
661,766,0,0,0
662,767,0,0,0
663,768,0,0,0
664,769,0,0,0
665,770,0,0,1
666,771,0,0,0
667,772,0,0,0
668,773,0,0,0
669,774,0,0,0
670,775,0,0,1
671,776,0,0,0
672,777,0,0,0
673,778,0,0,0
674,779,0,0,0
675,780,0,0,1
676,781,0,0,0
677,782,0,0,0
678,783,0,0,0
679,784,0,0,0
680,785,0,0,1
681,786,0,0,0
682,787,0,0,0
683,788,0,0,0
684,789,0,0,0
685,790,0,0,1
686,791,0,0,0
687,792,0,0,0
688,793,0,0,0
689,794,0,0,0
690,795,0,0,1
691,796,0,0,0
692,797,0,0,0
693,798,0,0,0
694,799,0,0,0
695,800,0,0,1
696,801,0,0,0
697,802,0,0,0
698,803,0,0,0
699,804,0,0,0
700,805,0,0,1
701,806,0,0,0
702,807,0,0,0
703,808,0,0,0
704,809,0,0,0
705,810,0,0,1
706,811,0,0,0
707,812,0,0,0
708,813,0,0,0
709,814,0,0,0
710,815,0,0,1
711,816,0,0,0
712,817,0,0,0
713,818,0,0,0
714,819,0,0,0
715,820,0,0,1
716,821,0,0,0
717,822,0,0,0
718,823,0,0,0
719,824,0,0,0
720,826,0,1,0
721,827,0,1,0
722,828,0,1,0
723,829,0,1,0
724,831,0,1,0
725,832,0,1,0
726,833,0,1,0
727,834,0,1,0
728,836,0,1,0
729,837,0,1,0
730,838,0,1,0
731,839,0,1,0
732,840,0,0,1
733,841,0,0,0
734,842,0,0,0
735,843,0,0,0
736,844,0,0,0
737,845,0,0,1
738,846,0,0,0
739,847,0,0,0
740,848,0,0,0
741,849,0,0,0
742,850,0,0,1
743,851,0,0,0
744,852,0,0,0
745,853,0,0,0
746,854,0,0,0
747,855,0,0,1
748,856,0,0,0
749,857,0,0,0
750,858,0,0,0
751,859,0,0,0
752,860,0,0,1
753,861,0,0,0
754,862,0,0,0
755,863,0,0,0
756,864,0,0,0
757,865,0,0,1
758,866,0,0,0
759,867,0,0,0
760,868,0,0,0
761,869,0,0,0
762,870,0,0,1
763,871,0,0,0
764,872,0,0,0
765,873,0,0,0
766,874,0,0,0
767,875,0,0,1
768,876,0,0,0
769,877,0,0,0
770,878,0,0,0
771,879,0,0,0
772,880,0,0,1
773,881,0,0,0
774,882,0,0,0
775,883,0,0,0
776,884,0,0,0
777,885,0,0,1
778,886,0,0,0
779,887,0,0,0
780,888,0,0,0
781,889,0,0,0
782,890,0,0,1
783,891,0,0,0
784,892,0,0,0
785,893,0,0,0
786,894,0,0,0
787,895,0,0,1
788,896,0,0,0
789,897,0,0,0
790,898,0,0,0
791,899,0,0,0
792,901,0,1,0
793,902,0,1,0
794,903,0,1,0
795,904,0,1,0
796,906,0,1,0
797,907,0,1,0
798,908,0,1,0
799,909,0,1,0
800,911,0,1,0
801,912,0,1,0
802,913,0,1,0
803,914,0,1,0
804,915,0,0,1
805,916,0,0,0
806,917,0,0,0
807,918,0,0,0
808,919,0,0,0
809,920,0,0,1
810,921,0,0,0
811,922,0,0,0
812,923,0,0,0
813,924,0,0,0
814,925,0,0,1
815,926,0,0,0
816,927,0,0,0
817,928,0,0,0
818,929,0,0,0
819,930,0,0,1
820,931,0,0,0
821,932,0,0,0
822,933,0,0,0
823,934,0,0,0
824,935,0,0,1
825,936,0,0,0
826,937,0,0,0
827,938,0,0,0
828,939,0,0,0
829,940,0,0,1
830,941,0,0,0
831,942,0,0,0
832,943,0,0,0
833,944,0,0,0
834,945,0,0,1
835,946,0,0,0
836,947,0,0,0
837,948,0,0,0
838,949,0,0,0
839,950,0,0,1
840,951,0,0,0
841,952,0,0,0
842,953,0,0,0
843,954,0,0,0
844,955,0,0,1
845,956,0,0,0
846,957,0,0,0
847,958,0,0,0
848,959,0,0,0
849,960,0,0,1
850,961,0,0,0
851,962,0,0,0
852,963,0,0,0
853,964,0,0,0
854,965,0,0,1
855,966,0,0,0
856,967,0,0,0
857,968,0,0,0
858,969,0,0,0
859,970,0,0,1
860,971,0,0,0
861,972,0,0,0
862,973,0,0,0
863,974,0,0,0
864,976,0,1,0
865,977,0,1,0
866,978,0,1,0
867,979,0,1,0
868,981,0,1,0
869,982,0,1,0
870,983,0,1,0
871,984,0,1,0
872,986,0,1,0
873,987,0,1,0
874,988,0,1,0
875,989,0,1,0
876,990,0,0,1
877,991,0,0,0
878,992,0,0,0
879,993,0,0,0
880,994,0,0,0
881,995,0,0,1
882,996,0,0,0
883,997,0,0,0
884,998,0,0,0
885,999,0,0,0
886,1000,0,0,1
887,1001,0,0,0
888,1002,0,0,0
889,1003,0,0,0
890,1004,0,0,0
891,1005,0,0,1
892,1006,0,0,0
893,1007,0,0,0
894,1008,0,0,0
895,1009,0,0,0
896,1010,0,0,1
897,1011,0,0,0
898,1012,0,0,0
899,1013,0,0,0
900,1014,0,0,0
901,1015,0,0,1
902,1016,0,0,0
903,1017,0,0,0
904,1018,0,0,0
905,1019,0,0,0
906,1020,0,0,1
907,1021,0,0,0
908,1022,0,0,0
909,1023,0,0,0
910,1024,0,0,0
911,1025,0,0,1
912,1026,0,0,0
913,1027,0,0,0
914,1028,0,0,0
915,1029,0,0,0
916,1030,0,0,1
917,1031,0,0,0
918,1032,0,0,0
919,1033,0,0,0
920,1034,0,0,0
921,1035,0,0,1
922,1036,0,0,0
923,1037,0,0,0
924,1038,0,0,0
925,1039,0,0,0
926,1040,0,0,1
927,1041,0,0,0
928,1042,0,0,0
929,1043,0,0,0
930,1044,0,0,0
931,1045,0,0,1
932,1046,0,0,0
933,1047,0,0,0
934,1048,0,0,0
935,1049,0,0,0
936,1051,0,1,0
937,1052,0,1,0
938,1053,0,1,0
939,1054,0,1,0
940,1056,0,1,0
941,1057,0,1,0
942,1058,0,1,0
943,1059,0,1,0
944,1061,0,1,0
945,1062,0,1,0
946,1063,0,1,0
947,1064,0,1,0
948,1065,0,0,1
949,1066,0,0,0
950,1067,0,0,0
951,1068,0,0,0
952,1069,0,0,0
953,1070,0,0,1
954,1071,0,0,0
955,1072,0,0,0
956,1073,0,0,0
957,1074,0,0,0
958,1075,0,0,1
959,1076,0,0,0
960,1077,0,0,0
961,1078,0,0,0
962,1079,0,0,0
963,1080,0,0,1
964,1081,0,0,0
965,1082,0,0,0
966,1083,0,0,0
967,1084,0,0,0
968,1085,0,0,1
969,1086,0,0,0
970,1087,0,0,0
971,1088,0,0,0
972,1089,0,0,0
973,1090,0,0,1
974,1091,0,0,0
975,1092,0,0,0
976,1093,0,0,0
977,1094,0,0,0
978,1095,0,0,1
979,1096,0,0,0
980,1097,0,0,0
981,1098,0,0,0
982,1099,0,0,0
983,1100,0,0,1
984,1101,0,0,0
985,1102,0,0,0
986,1103,0,0,0
987,1104,0,0,0
988,1105,0,0,1
989,1106,0,0,0
990,1107,0,0,0
991,1108,0,0,0
992,1109,0,0,0
993,1110,0,0,1
994,1111,0,0,0
995,1112,0,0,0
996,1113,0,0,0
997,1114,0,0,0
998,1115,0,0,1
999,1116,0,0,0
1000,1117,0,0,0
1001,1118,0,0,0
1002,1119,0,0,0
1003,1120,0,0,1
1004,1121,0,0,0
1005,1122,0,0,0
1006,1123,0,0,0
1007,1124,0,0,0
1008,1141,1,0,0
1009,1142,1,0,0
1010,1143,1,0,0
1011,1144,1,0,0
1012,1146,1,0,0
1013,1147,1,0,0
1014,1148,1,0,0
1015,1149,1,0,0
1016,1151,1,0,0
1017,1152,1,0,0
1018,1153,1,0,0
1019,1154,1,0,0
1020,1156,1,0,0
1021,1157,1,0,0
1022,1158,1,0,0
1023,1159,1,0,0
1024,1161,1,0,0
1025,1162,1,0,0
1026,1163,1,0,0
1027,1164,1,0,0
1028,1166,1,0,0
1029,1167,1,0,0
1030,1168,1,0,0
1031,1169,1,0,0
1032,1171,1,0,0
1033,1172,1,0,0
1034,1173,1,0,0
1035,1174,1,0,0
1036,1176,1,0,0
1037,1177,1,0,0
1038,1178,1,0,0
1039,1179,1,0,0
1040,1181,1,0,0
1041,1182,1,0,0
1042,1183,1,0,0
1043,1184,1,0,0
1044,1186,1,0,0
1045,1187,1,0,0
1046,1188,1,0,0
1047,1189,1,0,0
1048,1191,1,0,0
1049,1192,1,0,0
1050,1193,1,0,0
1051,1194,1,0,0
1052,1196,1,0,0
1053,1197,1,0,0
1054,1198,1,0,0
1055,1199,1,0,0
1056,1216,1,0,0
1057,1217,1,0,0
1058,1218,1,0,0
1059,1219,1,0,0
1060,1221,1,0,0
1061,1222,1,0,0
1062,1223,1,0,0
1063,1224,1,0,0
1064,1226,1,0,0
1065,1227,1,0,0
1066,1228,1,0,0
1067,1229,1,0,0
1068,1231,1,0,0
1069,1232,1,0,0
1070,1233,1,0,0
1071,1234,1,0,0
1072,1236,1,0,0
1073,1237,1,0,0
1074,1238,1,0,0
1075,1239,1,0,0
1076,1241,1,0,0
1077,1242,1,0,0
1078,1243,1,0,0
1079,1244,1,0,0
1080,1246,1,0,0
1081,1247,1,0,0
1082,1248,1,0,0
1083,1249,1,0,0
1084,1251,1,0,0
1085,1252,1,0,0
1086,1253,1,0,0
1087,1254,1,0,0
1088,1256,1,0,0
1089,1257,1,0,0
1090,1258,1,0,0
1091,1259,1,0,0
1092,1261,1,0,0
1093,1262,1,0,0
1094,1263,1,0,0
1095,1264,1,0,0
1096,1266,1,0,0
1097,1267,1,0,0
1098,1268,1,0,0
1099,1269,1,0,0
1100,1271,1,0,0
1101,1272,1,0,0
1102,1273,1,0,0
1103,1274,1,0,0
1104,1291,1,0,0
1105,1292,1,0,0
1106,1293,1,0,0
1107,1294,1,0,0
1108,1296,1,0,0
1109,1297,1,0,0
1110,1298,1,0,0
1111,1299,1,0,0
1112,1301,1,0,0
1113,1302,1,0,0
1114,1303,1,0,0
1115,1304,1,0,0
1116,1306,1,0,0
1117,1307,1,0,0
1118,1308,1,0,0
1119,1309,1,0,0
1120,1311,1,0,0
1121,1312,1,0,0
1122,1313,1,0,0
1123,1314,1,0,0
1124,1316,1,0,0
1125,1317,1,0,0
1126,1318,1,0,0
1127,1319,1,0,0
1128,1321,1,0,0
1129,1322,1,0,0
1130,1323,1,0,0
1131,1324,1,0,0
1132,1326,1,0,0
1133,1327,1,0,0
1134,1328,1,0,0
1135,1329,1,0,0
1136,1331,1,0,0
1137,1332,1,0,0
1138,1333,1,0,0
1139,1334,1,0,0
1140,1336,1,0,0
1141,1337,1,0,0
1142,1338,1,0,0
1143,1339,1,0,0
1144,1341,1,0,0
1145,1342,1,0,0
1146,1343,1,0,0
1147,1344,1,0,0
1148,1346,1,0,0
1149,1347,1,0,0
1150,1348,1,0,0
1151,1349,1,0,0
1152,1351,0,1,0
1153,1352,0,1,0
1154,1353,0,1,0
1155,1354,0,1,0
1156,1356,0,1,0
1157,1357,0,1,0
1158,1358,0,1,0
1159,1359,0,1,0
1160,1361,0,1,0
1161,1362,0,1,0
1162,1363,0,1,0
1163,1364,0,1,0
1164,1365,0,0,1
1165,1366,0,0,0
1166,1367,0,0,0
1167,1368,0,0,0
1168,1369,0,0,0
1169,1370,0,0,1
1170,1371,0,0,0
1171,1372,0,0,0
1172,1373,0,0,0
1173,1374,0,0,0
1174,1375,0,0,1
1175,1376,0,0,0
1176,1377,0,0,0
1177,1378,0,0,0
1178,1379,0,0,0
1179,1380,0,0,1
1180,1381,0,0,0
1181,1382,0,0,0
1182,1383,0,0,0
1183,1384,0,0,0
1184,1385,0,0,1
1185,1386,0,0,0
1186,1387,0,0,0
1187,1388,0,0,0
1188,1389,0,0,0
1189,1390,0,0,1
1190,1391,0,0,0
1191,1392,0,0,0
1192,1393,0,0,0
1193,1394,0,0,0
1194,1395,0,0,1
1195,1396,0,0,0
1196,1397,0,0,0
1197,1398,0,0,0
1198,1399,0,0,0
1199,1400,0,0,1
1200,1401,0,0,0
1201,1402,0,0,0
1202,1403,0,0,0
1203,1404,0,0,0
1204,1405,0,0,1
1205,1406,0,0,0
1206,1407,0,0,0
1207,1408,0,0,0
1208,1409,0,0,0
1209,1410,0,0,1
1210,1411,0,0,0
1211,1412,0,0,0
1212,1413,0,0,0
1213,1414,0,0,0
1214,1415,0,0,1
1215,1416,0,0,0
1216,1417,0,0,0
1217,1418,0,0,0
1218,1419,0,0,0
1219,1420,0,0,1
1220,1421,0,0,0
1221,1422,0,0,0
1222,1423,0,0,0
1223,1424,0,0,0
1224,1426,0,1,0
1225,1427,0,1,0
1226,1428,0,1,0
1227,1429,0,1,0
1228,1431,0,1,0
1229,1432,0,1,0
1230,1433,0,1,0
1231,1434,0,1,0
1232,1436,0,1,0
1233,1437,0,1,0
1234,1438,0,1,0
1235,1439,0,1,0
1236,1440,0,0,1
1237,1441,0,0,0
1238,1442,0,0,0
1239,1443,0,0,0
1240,1444,0,0,0
1241,1445,0,0,1
1242,1446,0,0,0
1243,1447,0,0,0
1244,1448,0,0,0
1245,1449,0,0,0
1246,1450,0,0,1
1247,1451,0,0,0
1248,1452,0,0,0
1249,1453,0,0,0
1250,1454,0,0,0
1251,1455,0,0,1
1252,1456,0,0,0
1253,1457,0,0,0
1254,1458,0,0,0
1255,1459,0,0,0
1256,1460,0,0,1
1257,1461,0,0,0
1258,1462,0,0,0
1259,1463,0,0,0
1260,1464,0,0,0
1261,1465,0,0,1
1262,1466,0,0,0
1263,1467,0,0,0
1264,1468,0,0,0
1265,1469,0,0,0
1266,1470,0,0,1
1267,1471,0,0,0
1268,1472,0,0,0
1269,1473,0,0,0
1270,1474,0,0,0
1271,1475,0,0,1
1272,1476,0,0,0
1273,1477,0,0,0
1274,1478,0,0,0
1275,1479,0,0,0
1276,1480,0,0,1
1277,1481,0,0,0
1278,1482,0,0,0
1279,1483,0,0,0
1280,1484,0,0,0
1281,1485,0,0,1
1282,1486,0,0,0
1283,1487,0,0,0
1284,1488,0,0,0
1285,1489,0,0,0
1286,1490,0,0,1
1287,1491,0,0,0
1288,1492,0,0,0
1289,1493,0,0,0
1290,1494,0,0,0
1291,1495,0,0,1
1292,1496,0,0,0
1293,1497,0,0,0
1294,1498,0,0,0
1295,1499,0,0,0
1296,1501,0,1,0
1297,1502,0,1,0
1298,1503,0,1,0
1299,1504,0,1,0
1300,1506,0,1,0
1301,1507,0,1,0
1302,1508,0,1,0
1303,1509,0,1,0
1304,1511,0,1,0
1305,1512,0,1,0
1306,1513,0,1,0
1307,1514,0,1,0
1308,1515,0,0,1
1309,1516,0,0,0
1310,1517,0,0,0
1311,1518,0,0,0
1312,1519,0,0,0
1313,1520,0,0,1
1314,1521,0,0,0
1315,1522,0,0,0
1316,1523,0,0,0
1317,1524,0,0,0
1318,1525,0,0,1
1319,1526,0,0,0
1320,1527,0,0,0
1321,1528,0,0,0
